question,options,answer,isMultiChoice,count
73.《中国海区水上助航标志》灯浮标表示特征的方法为( ),"A.白天以标志的颜色和形状或顶标来表示，夜间以标志的灯质来表示,B.白天以标志的灯质来表示，夜间以标志的颜色和形状或顶标来表示,C.白天、夜间均以标志的灯质来表示,D.白天、夜间均以标志的颜色和形状或顶标来表示",A,0,4
74.下列不属于LED灯器的优点的是( ),"A.能够产生饱和单色光,B.工作温度低,C.使用寿命长,D.易与光学装置匹配",D,0,4
75.下列灯质缩写跟中文名称对应一致的是( ),"A.Oc(#)-----单顿光,B.Oc(#+#)-----混合联顿光,C.Fl-----联闪光,D.Fl(#)-----长闪光",B,0,4
76.顶标的形状不包含( ),"A.方形,B.球形,C.罐形,D.X形",A,0,4
77.根据《海区航标设置管理办法》的规定，航标设置书面申请应当在航标设置前___日提交，并附有航标设计图纸一式二份。( ),"A.15,B.30,C.45,D.60",D,0,4
78.根据《海区航标设置管理办法》的规定，以下不属于第二类航标设置的是( ),"A.灯浮标,B.雷达信标,C.无线电指向标,D.雾号",C,0,4
80.沿海航行，发现某浮标标身为红白相间竖纹，则船舶应( ),"A.避开该标航行,B.靠近该标航行,C.从该标左侧通行,D.从该标右侧通行",(B),1,4
81.北方位标的涂色为( )。,"A.上黑下黄,B.上黄下黑,C.黑黄黑横纹,D.黄黑黄横纹",(A),1,4
83.下列关于太阳能板的描述，错误的是( ),"A.不需要活动部件的电源,B.除了清洁外，没有其他维护要求,C.在寿命周期内，功率输出的衰减非常小,D.非常低的寿命周期成本",B,0,4
84、虚拟AIS航标是由AIS基站通过( )号报文播发的虚拟航标信息。,"A.19,B.20,C.21,D.22",C,0,4
85.南方位标的灯质( ),"A.绿光，连续快闪,B.联甚快闪3次，周期5秒，红光,C.白光，联快闪6次加一长闪，周期15秒,D.白光，联快闪9次，周期15秒",C,0,4
86.MO（Z）代表的是( )标志,"A.锚地,B.横越区,C.水中构筑物,D.海上作业区",B,0,4
87.以下属于南方位标标体水平色带的划分方法是( ),"A.二等分法,B.三等分法,C.四等分法,D.五等分法",A,0,4
88.我国沿海航行，真航向025°，发现某灯标的真方位为035°，下列何种情况下表明你船正处在该标示的可航水域( )。,"A.该标显示快闪光（Q）,B.标身为黑黄黑横纹,C.显示联快闪加一长闪光（Q（6）+LF1）,D.顶标为两黑色圆锥，尖对尖。",D,0,4
89、标示桥梁通航桥孔右侧的雷达应答器编码是莫( )。（中国海区可航行水域桥梁助航标志5.2）,"A.T,B.P,C.B,D.F",(A),1,4
90.大型浮标是具有圆柱形，浮身直径及灯光焦面高度均大于或等于( )m，标示港口口门，重要转向点等特定水域，供船舶测定船位、确定航向或为专用目的设置的浮动标志。,"A.6,B.7,C.8,D.9",C,0,4
91.北方位标的涂色为( )。,"A.上黑下黄,B.上黄下黑,C.黑黄黑横纹,D.黄黑黄横纹",(A),1,4
92.连续设置的浮动助航标志，灯质可按( )有规律配置，转向点设置的灯质宜选用快闪。,"A.单闪、双闪、三闪,B.单闪、双闪、双闪,C.双闪、三闪、四闪,D.双闪、双闪、三闪",A,0,4
93.在孤立危险物附近设置浮动助航标志时，应尽可能靠近危险物位置，抛设位置与危险物距离应小于( )米。,"A.150,B.160,C.170,D.180",D,0,4
94.第一类航标动态预计在( )天内不能恢复正常的，应申请发布第二类航标动态。,"A.20,B.25,C.30,D.35",(C),1,4
95.船舶顺着航道走向驶入航道中，在本船右舷你应该发现( )。,"A.左侧标,B.右侧标,C.推荐航道左侧标,D.推荐航道右侧标",(B),1,4
96.某航标涂色为黄黑黄横纹，则该标为( )。,"A.北方位标,B.南方位标,C.东方位标,D.西方位标",(D),1,4
97.混合联闪光可用于标示( )。,"A.锚地,B.渔区,C.航路分支点,D.疏浚区",(C),1,4
98.海区浮标制度规则规定，标准的浮标顶标形状有( )。I.罐形;II.锥形;III.球形;IV.叉形;V.杆形;VI.柱形。,"A.I~III,B.I~IV,C.I~V,D.I~VI",(B),1,4
99.如某船在某海域发现⼀一浮标，标身颜色为上黑下黄横纹，则危险物位于其( )。,"A.北侧,B.东侧,C.南侧,D.西侧",(C),1,4
100.中国海区水上助航标志适应于中国海区及其海港的( )和()(不包括灯塔、扇形光灯标、导标、灯船和大型助航浮标)。,"A.浮标、固定标志,B.浮标、水上标志,C.所有浮标、水中固定的标志,D.水上标志、固定标志",(C),1,4
1.航海上进行精度较高的计算时，通常将地球当作：( )（全国海船船员考试题库）,"A.圆球体,B.椭圆体,C.椭球体,D.不规则几何体",B,0,4
2.地理经度和地理纬度是建立在_____基础上的。( ),"A.地球圆球体,B.地球椭圆体,C.地球椭球体,D.球面直角坐标系",B,0,4
3.经差、纬差的方向是根据_____来确定的。( ),"A.起航点相对到达点的方向,B.到达点相对于起航点的方向,C.起航点的地理坐标的名称,D.到达点的地理坐标的名称",B,0,4
4.地磁南极具有_____磁量；地磁北极具有_____磁量( ),"A.负；正,B.正；负,C.负；负,D.正；正",B,0,4
5.地理经度是以( )作为基准线的。,"A.赤道,B.格林经线,C.测者经线,D.测者子午圈",B,0,4
6.地理纬度是建立在( )基础上的。,"A.地球椭圆体	,B.地球圆球体,C.地球椭球体	Ｄ.球面直角坐标系",A,0,3
7.中版海图和航标表所标灯塔射程与下列哪项因素无关？( ),"A.灯高,B.灯光强度,C.地面曲率,D.测者实际眼高",D,0,4
8.夜间利用灯塔灯光进行方位定位时，应先测：( ),"A.闪光周期短，正横附近的灯塔,B.闪光周期长，正横附近的灯塔,C.闪光周期短，首尾线附近的灯塔,D.闪光周期长，首尾线附近的灯塔",D,0,4
9.叠标导航，发现后标位于前标正上方，你船应( ),"A.向左转向,B.向右转向,C.保持航向,D.先向左再向右转向",C,0,4
10.英版《灯标和雾号表》记载了全世界各种灯塔、灯桩和( )的灯浮及雾号资料。,"A.灯芯高度小于8m,B.灯芯高度大于8m,C.灯芯高度等于8m,D.所有灯芯高度在8m以上的和部分灯芯高度小于8m",D,0,4
11.陆标定位中，以下物标应首先选用的是：( ),"A.树木茂盛的大岛,B.显著岬角,C.平坦小岛,D.灯浮",B,0,4
12.浮标导航，应首先正确辨认各个浮标。通常辨认浮标是观察该标的：①颜色②顶标③灯质④形状⑤编号⑥射程( ),"A.①②③,B.①②③④,C.①②③④⑤,D.①②③④⑤⑥",C,0,4
13.我国沿海侧面标的编号原则为( )。,"A.逆浮标习惯走向顺序编号,B.沿浮标习惯走向顺序编号,C.A.B都对,D.A.B都错",B,0,4
14.中版海图和航标表中所标灯塔射程，通常是( )。（海员船员适任考试自学教材）,"A.光力能见距离,B.5m眼高灯塔地理能见距离,C.A.B中较小者,D.A.B中较大者",C,0,4
15.关于高斯投影，下列说法不正确的是：( ),"A.将地球当作椭圆体,B.地轴与圆柱轴垂直,C.投影圆柱面与某子午面相切,D.赤道投影后是一条直线",A,0,4
16.海图高程基准面通常作在海图上所标( )等高程的起算面。Ⅰ.山头；Ⅱ.岛屿；Ⅲ.明礁,"A.Ⅱ.Ⅲ,B.Ⅰ.Ⅲ,C.Ⅰ.Ⅱ,D.Ⅰ.Ⅱ.Ⅲ",D,0,4
17.海图上所标干出高度是指：( ),"A.物标高出海底的高度,B.海图深度基准面以上的高度,C.平均海面以上的高度,D.平均大潮高度面以上的高度",B,0,4
18.海图水面空白区域，表示该区：( ),"A.不存在航海危险，没有必要测量,B.经过测量，其内水深足够，无需标注,C.未经详细测量，应视为不可靠区域,D.航海危险区",C,0,4
19.适淹礁是指：( ),"A.平均大潮高潮时露出的弧立岩石,B.平均大潮高潮面下，深度基准面以上的弧立岩石,C.深度基准面适淹的礁石,D.深度基准面以下的孤立岩石",C,0,4
20.等角横圆柱投影，即高斯-克吕格投影，在航海上常被用来绘制：( ),"A.半球星图,B.大圆海图,C.墨卡托航用海图,D.大比例尺港泊图",D,0,4
21.中版海图所标净空高度是指从___到桥下净空宽度中下梁___的垂直距离。( ),"A.平均大潮高潮面或江河高水位/最高点,B.平均高高潮面或当地平均海面/最高点,C.平均高高潮面或当地平均海面/最低点,D.平均大潮高潮面或江河高水位/最低点",D,0,4
22.海图上所标比高是指：( ),"A.海底至物标顶端的高度,B.高程基准面至物标顶端的高度,C.高程基准面至物标基部地面的高度,D.物标基部地面至其顶端的高度",D,0,4
23.地球椭圆体上不同纬度1＇弧长不相等，在纬度45°处1nmile等于：( ),"A.1842.9m,B.1852.3m,C.1852.0m,D.1861.6m",B,0,4
24.墨卡托海图上各条纬线的纬度渐长率是：( ),"A.固定不变的,B.随经度的变化而变化,C.随局部比例尺的变化而变化,D.随海图比例尺的变化而变化",A,0,4
25.基准比例尺是( )。,"A.图上各点局部比例尺的平均值,B.图上某经线的局部比例尺,C.图上某纬线的局部比例尺,D.A+B+C",C,0,4
"26.某海图基准比例尺C=1:750000(基准纬度45°N),若该图上30°N线的局部比例尺为C1,60°N线的局部比例尺为C2,则( )","A.C1>C>C2,B.C2>C>C1,C.CI=C=C2,D.C=2(C1+C2)",B,0,4
"27.如果海图绘制工作中绘画误差为0.1mm,比例尺为1:10000海图的极限精度为( )。","A.1m,B.10m,C.15m,D.2m",(B),1,4
"28.海图的极限精度是海图存在的不可避免的误差,它相当于海图上( )的实地水平长度。","A.0.05mm,B.0.1mm,C.0.15mm,D.0.2mm",B,0,4
"29.海图比例尺越大,海图的极限精度( )","A.越高,B.越低,C.不变,D.不一定",(A),1,4
30.1nmile的实际长度( ),"A.在赤道附近最短,B.在纬度45°附近最短,C.在两极附近最短,D.固定不变",A,0,4
"31.关于海里的说法,下列哪个是错误的( )。","A.地球椭圆子午线上纬度1°的弧长,B.1海里的实际长度随纬度的变化而变化,C.我国和国际上大多数国家都将1852m定为1海里的标准长度,D.将1852m定为1海里的标准长度后,在纬度45°附近产生的误差最大",(D),1,4
32.当用物标垂直角求距离时，使用的航海仪器是：( ),"A.分罗经,B.雷达,C.六分仪,D.方位仪",C,0,4
33.距离定位时，应先测：( ),"A.正横附近的物标,B.接近首尾的物标,C.较远的物标,D.任意一个物标",A,0,4
34.单物标方位距离定位，为了提高定位精度，在物标选取上应注意：( ),"A.选取正横附近物标进行观测,B.选取首尾线附近物标进行观测,C.选取较近物标进行观测,D.选取孤立物标进行观测",C,0,4
35.潮差最大的潮汐称为：( ),"A.分点潮,B.回归潮,C.大潮,D.小潮",C,0,4
36.差比数是指主附港之前的( )。,"A.潮时差和潮高差,B.潮时差和潮差,C.潮时差.潮差和改正值,D.潮差比与平均海面季节改正",C,0,4
37.狭水道航行，为了避开帆船和非机动船，通常应选择在( )时进出港。,"A.涨潮,B.落潮,C.平潮,D.大潮",C,0,4
38.GPS卫星导航可提供全球、全天候、高精度( )。,"A.连续、不定时定位与导航,B.连续、近于实时定位与导航,C.间断、不定时定位与导航,D.间断、近于定时定位与导航",B,0,4
39.GPS卫星导航系统中，导航仪通道间偏差属于：( ),"A.卫星误差,B.信号传播误差,C.几何误差,D.卫星导航仪误差",D,0,4
40.下列形状对雷达波反射性能最强的是：( ),"A.平板状物体,B.角反射器,C.球状物体,D.圆柱状物体",B,0,4
41.负责发布世界水域无线电航海警告的无线电航海警告系统有：( ),"A.IMO和IHO建立的全球性航海警告系统（NAVAREA系统）,B.美国建立的远距离航海警告系统,C.沿海各国指定的海岸电台,D.A+B",D,0,4
"42.船用导航雷达发射的电磁波遇到物标后,可以：( )","A.穿过去,B.较好的反射回来,C.全部绕射过去,D.以上均对",B,0,4
43.下列物标中哪个是用作雷达定位较好的物标？( ),"A.浮标,B.建筑群中的较高的灯塔,C.陡峭岸角,D.沙滩岸线",C,0,4
44.下列雾航措施中，哪项是错误操作( ),"A.通知机舱备车，采用安全航速,B.开启VHF，按章施放雾号,C.开启雷达，必要时增派了望人员,D.保持肃静，关闭所有驾驶台的门窗",D,0,4
45.我国冬季能结冰的海域有:( ),"A.渤海、黄海北部,B.黄海中部和南部,C.东海北部,D.南海北部",A,0,4
46.风向和流向:( ),"A.都是指来向,B.风是指来向，流是指去向,C.都是指去向,D.风是指去向，流是指来向",B,0,4
47.半日潮一个周期为：( ),"A.12h50min.,B.12h,C.24h,D.12h25min",D,0,4
48.在同一地点的大潮和小潮:( ),"A.大潮低潮潮高高于小潮低潮潮高,B.大潮低潮潮高低于小潮低潮潮高,C.大潮低潮潮高等于小潮低潮潮高,D.无法确定大潮低潮潮高与小潮低潮潮高谁大谁小",B,0,4
49.某港口潮汐现象为：半个月中有一半以上的天数为两次高潮两次低潮，其余日子为日潮。该港口为：( ),"A.正规半日潮港,B.不正规半日潮港,C.正规日潮港,D.不正规日潮港",D,0,4
50.“海浪”通常是指:( ),"A.海啸,B.内波,C.潮波,D.ABC都错",D,0,4
51.关于天气现象“霾”，下列正确的说法是：( ),"A.霾是大量极细微的烟粒、尘粒、盐粒等均匀地浮游在空中，使海面能见度小于1km的空气普遍浑浊现象,B.霾使远处光亮物体微带黄、红色，使黑暗物体微带蓝色,C.AB都对,D.AB都错",B,0,4
52.台风登陆后再入海，在这个过程中台风的强度如何变化？( ),"A.先减弱，后又加强,B.先加强，后又减弱,C.两次都是减弱,D.两次都是加强",A,0,4
53.航海通告可用于改正：①航海图书总目录②航路指南③海图④里程表⑤船舶定线资料⑥进港指南( ),"A.①②③,B.④⑤⑥,C.①②③④,D.①②③④⑤⑥",A,0,4
"54.沿岸航行,大船的航线应设计在( )","A.10m等深线以外,B.20m等深线以外,C.水深大于吃水的海区,D.B+C",B,0,4
55.建立船舶交通管理系统（VTS）的目的是( )。,"A.保障船舶交通安全,B.提高交通效率,C.保护水域环境,D.以上都是",D,0,4
56.大洋航行区最低航行要求一般是( ),"A.预测准确度为2－4海里，最大的定位时间间隔未2小时,B.预测准确度为1－3海里，最大的定位时间间隔未2小时,C.预测准确度为2－4海里，最大的定位时间间隔未1小时,D.预测准确度为1－3海里，最大的定位时间间隔未1小时",A,0,4
57.在海上确定位置最少需要( )条位置线（LOP）,"A.1,B.2,C.3,D.4",B,0,4
1.GPS空间部分由( )颗卫星组成。,"A.4轨道，24颗卫星,B.3轨道，18颗卫星,C.5轨道，24颗卫星,D.6轨道，24颗卫星",D,0,4
2.GPS卫星轨道是倾斜轨道，周期为( )小时,"A.倾斜，24小时,B.赤道，24小时,C.倾斜，12小时,D.赤道，12小时",C,0,4
3.C/A码通常称为( ),"A.精测码,B.粗测码,C.ASCⅡ码,D.子掩码",B,0,4
4.GPS中的P码是( ),"A.随机码,B.伪随机码,C.m序列码,D.粗测码",B,0,4
5.GPS的时间基准是( ),"A.世界时,B.协调世界时,C.GPS时,D.北京时间",B,0,4
6.GPS信号是( ),"A.调频信号,B.伪码扩频调相信号,C.调幅信号,D.调码信号",B,0,4
7.GPS中的数据码D（t）的码率是( ),"A.200比特/秒,B.50比特/秒,C.48比特/秒,D.10.23MHz",B,0,4
8.GPS三维定位必须至少测量( )颗卫星,"A.5,B.4,C.3,D.2",B,0,4
9.GPS定位精度与几何因子的关系为( )相关,"A.正,B.负,C.不,D.有时为正有时为负",A,0,4
10.GPS系统中HDOP是( )精度几何因子,"A.平面位置,B.高程,C.三维位置,D.垂直位置",A,0,4
11.为提高GPS定位精度，GDOP值应选择( ),"A.越大越好,B.越小越好,C.固定值,D.中等值",B,0,4
12.以下有关GPS描述，不正确的是( )（《全球定位系统原理与应用》）,"A.卫星运行周期10h58min,B.轨道平均高度20200公里,C.每天每颗卫星约有5h在地平线上,D.位于地平线上卫星最少4颗，最多11颗",A,0,4
13.以下哪种属于GPS接收机类型( )（《全球定位系统原理与应用》）,"A.Y码载波相位接收机,B.D码载波相位接收机,C.x码载波相位接收机,D.B码载波相位接收机",A,0,4
14.按参考点位置不同，GPS定位方法可分为( )（《全球定位系统原理与应用》）,"A.相对定位和绝对定位,B.静态定位和动态定位,C.双轨定位和双星定位,D.高精度定位和低精度定位",A,0,4
15.以下不属于GPS接收机按接收技术方式分类的是( )（《全球定位系统原理与应用》）,"A.时序接收机,B.多通道接收机,C.多路复用接收机,D.导航型接收机",D,0,4
16.对流层传播延时误差随卫星仰角增大而( ),"A.增大,B.减小,C.不变,D.无规律",B,0,4
17、北斗卫星导航定位系统空间部分由( )颗卫星组成。,"A.4颗静止轨道，30颗非静止轨道卫星,B.5颗静止轨道，30颗非静止轨道卫星,C.4颗静止轨道，31颗非静止轨道卫星,D.5颗静止轨道，31颗非静止轨道卫星",B,0,4
18、北斗卫星导航定位系统30颗非静止轨道卫星里有( )颗meo卫星。,"A.25颗,B.26颗,C.27颗,D.28颗",C,0,4
19、北斗卫星导航定位系统30颗非静止轨道卫星里有( )颗igso卫星。,"A.2颗,B.3颗,C.4颗,D.5颗",B,0,4
20、北斗卫星导航定位系统计划在( )年向全球提供服务。,"A.2019,B.2020,C.2021,D.2022",B,0,4
21、北斗卫星导航定位系统首颗卫星是在( )时间发射。,"A.2007年4月14日,B.2007年4月15日,C.2008年4月14日,D.2008年4月15日",A,0,4
22、能提供位置、导航、授时以及通信功能的卫星导航定位系统有( )。,"A.美国的GPS定位系统,B.俄罗斯的GLONASS系统,C.欧盟的伽利略系统,D.中国的北斗卫星导航定位系统",D,0,4
23.伪距差分GPS播发台播发的校正量是( ),"A.位置校正值,B.伪距校正值,C.时间校正值,D.电离层较正值",B,0,4
24.DGPS定位精度与用户和基准台的距离( ),"A.无关,B.有关,C.不确定,D.远距离时无关",B,0,4
25.RBN-DGPS系统工作射频在( )频段,"A.甚高频,B.中频,C.微波,D.高频",B,0,4
26.RTCM电文主要用途是供( )接收使用的,"A.DGPS用户,B.控制台,C.维修人员,D.值班员",A,0,4
27.我国RBN-DGPS的RTCM电文发送速率是( ),"A.50bit/s,B.200bit/s,C.1600bit/s,D.300bit/s",B,0,4
28.RBN-DGPS基准台的主要功能是计算( ),"A.卫星数目,B.伪距校正值,C.卫星信号频率,D.监测卫星",B,0,4
29.海上无线电信标频率范围为( )kHz。,"A.273.5-315,B.283.5-325,C.273.5-335,D.274.5-335",B,0,4
30.供DGPS基准站系统内部通信用的电文命名为( )电文,"A.RTCM,B.DGPS,C.RSIM,D.RBIM",C,0,4
31.卫星导航电文“AODE”含义( ),"A.参考历元,B.近地点视角,C.轨道倾角变率,D.星历数据龄期",D,0,4
32.差分GPS电文9内容是( )(《全球定位系统原理与应用》),"A.高速率差分校正值,B.基站识别,C.信标书历,D.电层电文",A,0,4
33.海区航标效能验收规范要求，RBN-DGPS台站差分改正信号准确，在信号覆盖范围300公里内动态定位精度为( )（海区航标效能验收规范）,"A.1米,B.2米,C.3米,D.5米",D,0,4
34.RBN-DGPS系统正常运行时，在规定的覆盖区域内，DGPS信号的最小场强应为( )。(《沿海无线电指向标一差分全球定位系统播发标准》7T377-1998中5.7),"A.60uV/m,B.65uV/m,C.70uV/m,D.75uV/m",(D),1,4
35.DGNSS在覆盖范围内的定位误差应小于( )。,"A.5m(2drms),B.10m(2drms),C.15m(2drms),D.20m(2drms)",B,0,4
36.DGNSS系统向用户提供差分信息的更新间隔为( )。（差分全球导航卫星系统（DGNSS）技术要求）,"A.1-3s,B.3-5s,C.10-30s,D.5-10s",A,0,4
37.卫星导航定位系统（GNSS）在全球共有4位VIP会员，包括：( ),"A.美国的GPS定位系统,B.俄罗斯的GLONASS系统,C.欧盟的伽利略系统,D.中国的北斗卫星导航定位系统,E.以上都是",E,0,5
38.雷康的海上作用距离主要取决于雷康的高度和询问雷达的高度。对于浮标，要求大于等于( )的全向作用距离；对于灯塔设备，要求大于等于( )的作用距离。,"A.5海里，15海里,B.15海里，5海里,C.15海里，15海里,D.15海里，20海里",AA,1,4
39.雷达应答器X频段工作频率为( )。,"A.2900MHz-3100MHz,B.9300MHz-9500MHz,C.9100MHz-9500MHz,D.2900MHz-3500MHz",B,0,4
40.推荐的海区雷达应答器使用( )直流稳压电源。,"A.12V,B.12-36V,C.9-36V,D.9-24V",A,0,4
41.雷康的海上作用距离主要取决于( )。,"A.发射功率,B.雷康的高度和询问雷达的高度；,C.接收信号,D.雷达应答器的高度",B,0,4
42.雷达应答器的三种工作状态为( )。,"A.静默状态,警戒状态和发射状态;,B.警戒状态，等待状态和发射状态;,C.静默状态,等待状态和发射状态;,D.警戒状态，静默状态和等待状态;",A,0,4
43.雷达应答器的识别编码以( )。,"A.“划”（—）开始；,B.摩尔斯码“D”（—··）开始；,C.“划”（··）开始；,D.“划”（—··）开始",A,0,4
"44.seabeacon2-5雷达应答器三种工作状态和电流耗电特征为：静默状态:( ),警戒状态:( ),发射状态:( )。","A.0.2-0.5A，≤0.05A，0.7-1.1A；,B.≤0.05A，0.2-0.5A，0.7-1.1A；,C.0.2-0.5A，0.5-0.7A，0.7-1.1A；,D.0.7-1.1A，0.2-0.5A，≤0.05A",BBB,1,4
45.我海区目前使用的雷达应答器为( )式应答器。,"A.捷变,B.慢扫描,C.跳频,D.鉴频",D,0,4
46.雷达应答器空中电波传播方式主要靠( )。,"A.天波,B.空间波直射传播,C.地波,D.反射波",B,0,4
47.雷达应答器稳压电源电压输出要求波动应小于等于( )。,"A.5%,B.12V+/-5%,C.10%,D.12V",A,0,4
48.AIS是( )的英文缩写。,"A.船舶交通服务,B.船载交管系统；,C.船舶自动管理系统,D.船舶自动识别系统",D,0,4
49.AIS工作于海用( )频道。,"A.CH87，CH88；,B.CH87A，CH88B；,C.CH87B，CH88B；,D.CH88A，CH88B",C,0,4
50.AIS设备的核心部分是( )。,"A.通信处理器,B.信息处理器；,C.信息显示器,D.数据输入装置",B,0,4
51.AIS船舶在接入AIS网络后使用( )时分复用技术进行工作。,"A.FATDMA,B.SOTDMA,C.RATDMA,D.BATDMA",B,0,4
52.AIS船位报告自动发布周期与( )有关。,"A.船舶大小,B.货物种类,C.航速和航向,D.船舶类型",C,0,4
53.AIS的海上移动通信识别码是( )。,"A.IMO号,B.船舶呼号,C.MMSI号,D.船舶检验号",C,0,4
54.A类船载移动设备( )符合IMO相关的AIS装载要求，B类船载移动设备（）符合IMO相关的AIS装载建议。,"A.应.不必完全,B.应.应,C.不必完全.应,D.不作硬性要求",B,0,4
55.AIS航标使用第( )号电文广播助航信息。,"A.5,B.6,C.21,D.22",C,0,4
56.AIS发射机的调制方式是( )。,"A.2FSK,B.2PSK,C.GMSK/FM,D.3PSK",C,0,4
57.船舶自动识别系统适应的国际检验标准是( )。,"A.ITU-RM.1371-1,B.IEC61993-2,C.IMOMSC74(69),D.IMOMSC74(70)",B,0,4
58.下面哪个是AIS数据链本船电文：( )。,"A.VDM,B.VDO,C.ABK,D.DDO",B,0,4
59.下面哪个是AIS数据链接收电文：( )。,"A.VSD,B.VDO,C.VDM,D.VCD",C,0,4
60.国际海上人命安全公约有关船舶需强制安装船载AIS的规定涵盖下列内容正确的是：( ),"A.300总吨以上国际船舶，500总吨以上非国际船舶以及无论尺寸大小的客船,B.300总吨以上国际船舶，500总吨以内河以及无论尺寸大小的客船,C.300总吨以上国际船舶，500总吨以上非国际船舶以及可搭乘15人以上的客船,D.300总吨以上国际船舶，500总吨以上非国际船舶以及无论尺寸大小的危险品船",A,0,4
61.船舶与船舶之间的AIS通信( ),"A.必须通过AIS基站进行,B.必须通过中央临控中心进行,C.在作用距离范围内可在船舶AIS间进行,D.必须通过岸基AIS进行中转",C,0,4
62.高级加密标准的缩略语为( )。（出处：自动识别系统（AIS）航标应用导则JT/T1193—2018）,"A.AtoN,B.AES,C.BIIT,D.RAIM",B,0,4
63.海区航标效能验收规范要求，AIS岸站信号工作连续，每( )秒播发一次基站报文。（海区航标效能验收规范）,"A.3,B.5,C.8,D.10",D,0,4
"64.AIS的寻址安全报文是()号报文,占用()个时隙？( )","A.12号报文，占用1～5个时隙。,B.6号报文，占用1～5个时隙。,C.14号报文，占用1～5个时隙。,D.5号报文，占用1～5个时隙。",A,0,4
65.AIS共有2个频道，每个频道1分钟包含()个时隙，两个频道共有()个时隙。( ),"A.2150，4300,B.2350，4400,C.2250，4500,D.2450，4600",C,0,4
66.AIS播发和接收的方式是( )。（船载自动识别系统（AIS）技术要求）,"A.人工连续,B.自动连续,C.人工定时,D.自动定时",B,0,4
67.AIS发射的信息电文每帧占用时为( )。（船载自动识别系统（AIS）技术要求--时分）,"A.1分钟,B.30秒,C.5分钟,D.10秒",A,0,4
68.AIS数据每隔( )更新一次。,"A.1秒,B.2秒,C.3-5秒,D.10秒",B,0,4
69.船舶配备的AIS设备发送的信息不包括( )。,"A.船位和船速,B.船名和MMSI,C.船舶长度和宽度,D.能见度和海况",D,0,4
70.AIS设备中航向数据来自除( )仪器之外的传感器。,"A.电罗经,B.磁罗经,C.GPS,D.ECDIS",D,0,4
71.AIS用于船舶避碰，可以克服雷达/ARPA( )方面的缺陷。,"A.量程,B.显示方式,C.运动模式,D.天气与海况影响",D,0,4
72、AIS航标的MMSI号码一般由99后加3位数字的MID再加4位数字组成，代表中国的MID是( )。,"A.411、412,B.411、413,C.412、413,D.413、414",C,0,4
1.以下属于国际浮标制度A区域的国家有( )：,"A.中国,B.美国,C.澳大利亚,D.南非",ACD,1,4
2.以下哪些是IALA的出版物：( ),"A.IALA建议、指南、手册,B.IALA词典,C.IALA国际会议论文集,D.IALA期刊（季刊）",ABCD,1,4
3.IALA关于确定海上航标灯光发光强度的建议中，关于有效光强的计算有哪几种方法( )。,"A.Schmidt-Clausen定律,B.Allard法,C.Blondel-Rey-Douglas法,D.Talbot定律",ABC,1,4
4.关于大型浮动标志移位信号，IALA建议任何有人看守的或无人看守的( )离开了原位，可能对航行造成误导时，这些助航设备（灯光.音响信号、雷康、无线电航标）应立即停止工作。,"A.不发光浮标,B.发光浮标,C.灯船,D.兰比",BCD,1,4
5.IALA风险管理指南中风险管理中的危害包括哪些( ),"A.自然危害,B.经济危害,C.技术危害,D.人为因素,E.操作危害",ABCDE,1,5
6.海上浮标制度（MBS）规则用于指示：( ),"A.可航水道的侧面界限,B.天然碍航物和其他危险物，如沉船,C.对航海者重要的其他水域或者特征,D.新危险物",ABCD,1,4
7.海上浮标制度（MBS）规则适用于所有固定的和浮动的标志，但不包括( )。,"A.灯塔,B.扇形光灯标,C.导标灯和导标,D.灯船和大型浮标",ABCD,1,4
8.以下可用于航标系统的性能指标有( ),"A.可用性,B.可靠性,C.平均故障间隔时间,D.平均维修时间,E.连续性",ABCDE,1,5
9.IALA关于声响信号计算的建议中，阐述了决定听程的因素分( )类。,"A.声频的发射,B.声频的传播,C.传播平台的可闻度,D.水文气象",ABC,1,4
10.IALA风险管理指南中描述的风险管理过程包括的步骤( ),"A.识别风险/危害,B.评估风险,C.确定风险控制措施,D.作出决策和采取行动",ABCD,1,4
11.IALA风险管理指南中产生风险的危害有哪几种类型？( ),"A.自然危害,B.经济危害,C.技术危害,D.人为因素",ABCD,1,4
12.国际航标协会的会员包括以下哪些( ),"A.国家会员,B.联系会员,C.工业会员,D.名誉会员",ABCD,1,4
13.船舶发送的AIS信息包括以下( )类型的信息。,"A.固定的或静态信息,B.动态信息,C.航次相关的信息,D.与安全相关的短电文",ABCD,1,4
14.AIS工作的两个专用的VHF无线电频率为( )和( )。,"A.161.875MHZ,B.161.975MHZ,C.162.025MHZ,D.161.025MHZ",BC,1,4
15.SOLAS公约中约定各缔约国应承担义务，尽可能合作，以最适合于助航目的的方式进行下列哪些服务( ),"A.确保尽可能按安全航行的要求进行水文勘测,B.编制和发布海图、航行指南、灯塔表、潮汐表和其他航海出版物以满足安全航行的需要,C.向航海者颁布通告以使海图和航海出版物尽可能及时更新,D.提供数据管理安排以支持这些服务",ABCD,1,4
16.为满足SOLAS公约第V章第13条规定的义务，缔约国政府必须对( )进行评估。,"A.是否需要提供特殊类型的航标,B.航标的种类、数量和位置,C.为充分告知航海人员，须提供哪些信息服务,D.保证航标正常使用",ABC,1,4
17.目前SOLAS公约各缔约国政府提供给航海人员的信息有( ),"A.航行警告,B.航标表,C.标准说明,D.位置和方位",ABCD,1,4
